time,latitude,longitude,mag,place,type
1975-07-20T19:54:27.700Z,-7.104,155.152,7.70,Solomon Islands,earthquake
1975-11-29T14:47:40.100Z,19.333,-155.0015,7.70,Kalapana Earthquake,earthquake
1978-06-12T08:14:26.400Z,38.19,142.028,7.70,"near the east coast of Honshu, Japan",earthquake
1978-11-29T19:52:47.600Z,16.01,-96.591,7.70,"Oaxaca, Mexico",earthquake
1979-12-12T07:59:03.300Z,1.598,-79.358,7.70,near the coast of Ecuador,earthquake
1981-09-01T09:29:31.540Z,-14.96,-173.085,7.70,Samoa Islands region,earthquake
1986-10-20T06:46:09.980Z,-28.117,-176.367,7.70,Kermadec Islands region,earthquake
1988-11-06T13:03:19.340Z,22.789,99.611,7.70,Myanmar-China border region,earthquake
1990-07-16T07:26:34.610Z,15.679,121.172,7.70,"Luzon, Philippines",earthquake
1992-09-02T00:16:01.690Z,11.742,-87.34,7.70,near the coast of Nicaragua,earthquake
1993-07-12T13:17:11.960Z,42.851,139.197,7.70,"Hokkaido, Japan region",earthquake
1995-05-16T20:12:44.220Z,-23.008,169.9,7.70,southeast of the Loyalty Islands,earthquake
1995-08-16T10:27:28.630Z,-5.799,154.178,7.70,"Bougainville region, Papua New Guinea",earthquake
1996-11-12T16:59:44.030Z,-14.993,-75.675,7.70,near the coast of central Peru,earthquake
1997-04-21T12:02:26.430Z,-12.584,166.676,7.70,Santa Cruz Islands,earthquake
1971-07-09T03:03:20.000Z,-32.601,-71.076,7.80,"Valparaiso, Chile",earthquake
1975-10-11T14:35:15.000Z,-24.894,-175.119,7.80,south of Tonga,earthquake
1975-12-26T15:56:38.700Z,-16.264,-172.467,7.80,Samoa Islands region,earthquake
1988-03-06T22:35:38.140Z,56.953,-143.032,7.80,Gulf of Alaska,earthquake
1990-04-18T13:39:19.010Z,1.186,122.857,7.80,"Minahasa, Sulawesi, Indonesia",earthquake
1992-12-12T05:29:26.350Z,-8.48,121.896,7.80,"Flores region, Indonesia",earthquake
1993-08-08T08:34:24.930Z,12.982,144.801,7.80,Guam region,earthquake
1994-06-02T18:17:34.020Z,-10.477,112.835,7.80,"south of Java, Indonesia",earthquake
1994-12-28T12:19:23.030Z,40.525,143.419,7.80,"off the east coast of Honshu, Japan",earthquake
1975-05-26T09:11:51.500Z,35.997,-17.649,7.90,Azores-Cape St. Vincent Ridge,earthquake
1975-07-20T14:37:39.900Z,-6.59,155.054,7.90,"Bougainville region, Papua New Guinea",earthquake
1976-08-16T16:11:07.300Z,6.262,124.023,7.90,"Mindanao, Philippines",earthquake
1979-09-12T05:17:51.400Z,-1.679,136.04,7.90,"Biak region, Indonesia",earthquake
1980-07-17T19:42:23.200Z,-12.525,165.916,7.90,Santa Cruz Islands,earthquake
1987-11-30T19:23:19.590Z,58.679,-142.786,7.90,Gulf of Alaska,earthquake
1995-12-03T18:01:08.990Z,44.663,149.3,7.90,Kuril Islands,earthquake
1996-01-01T08:05:10.830Z,0.729,119.931,7.90,"Minahasa, Sulawesi, Indonesia",earthquake
1996-06-10T04:03:35.480Z,51.564,-177.632,7.90,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
1996-06-17T11:22:18.540Z,-7.137,122.589,7.90,Flores Sea,earthquake
1971-07-14T06:11:30.000Z,-5.524,153.85,8.00,"New Ireland region, Papua New Guinea",earthquake
1972-12-02T00:19:52.000Z,6.405,126.64,8.00,"Mindanao, Philippines",earthquake
1976-01-14T16:47:33.500Z,-28.427,-177.657,8.00,Kermadec Islands region,earthquake
1985-03-03T22:47:07.280Z,-33.135,-71.871,8.00,"offshore Valparaiso, Chile",earthquake
1985-09-19T13:17:47.350Z,18.19,-102.533,8.00,"Michoacan, Mexico",earthquake
1986-05-07T22:47:10.870Z,51.52,-174.776,8.00,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
1995-07-30T05:11:23.630Z,-23.34,-70.294,8.00,"Antofagasta, Chile",earthquake
1995-10-09T15:35:53.910Z,19.055,-104.205,8.00,"Colima, Mexico",earthquake
1971-07-26T01:23:22.000Z,-4.817,153.172,8.10,"New Ireland region, Papua New Guinea",earthquake
1989-05-23T10:54:46.320Z,-52.341,160.568,8.20,Macquarie Island region,earthquake
1994-06-09T00:33:16.230Z,-13.841,-67.553,8.20,"La Paz, Bolivia",earthquake
1996-02-17T05:59:30.550Z,-0.891,136.952,8.20,"Biak region, Indonesia",earthquake
1977-08-19T06:08:55.000Z,-11.164,118.378,8.30,"south of Sumbawa, Indonesia",earthquake
1994-10-04T13:22:55.840Z,43.773,147.321,8.30,Kuril Islands,earthquake
